problem_id,problem_name,problem_url,hint_video_url,video_duration
4680,Duplicates in binary tree,http://www.scaler.com/admin/new_problems/4680,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/149/original/DuplicatesInaBT_Conv.m4v?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=b5faaeecfed99b019b5c85dc45c237982e9990837a0ff6f26a06ae13cc9dcaa5,9.03
1192,Misha and Candies,http://www.scaler.com/admin/new_problems/1192,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/154/original/Misha_and_candies.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=b1a1231a70af79bd75e07969b6d425797b40564eb367179a9b6a5b0b06d8efd8,10.32
446,Special Median,http://www.scaler.com/admin/new_problems/446,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/158/original/Special_Median_Conv.m4v?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=5b4a31e516c8bace9b25a49342df06480b71fd76e08352f00aeec1b855af6100,11.4
1036,The ship company,http://www.scaler.com/admin/new_problems/1036,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/174/original/TheShipCompany_Conv.m4v?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=4d30260804d30abc7d1ac7b15ab7ac7770cafab606c3bf134c09ea473c4f72f0,12.15
992,Stacking Cubes,http://www.scaler.com/admin/new_problems/992,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/179/original/StackingCubes.MP4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=6daf49c1d544f2a9952df299fafbd699dcf2825f64d35d1db0a63154025f4b07,6.98
4033,Minimum Swaps,http://www.scaler.com/admin/new_problems/4033,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/184/original/MinSwapToBringEleLessEqualToKTogether.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=b3ff9547e2c5693b8efff845552f237e96208aa25d6d6279e47a035b03d336f4,14.37
9011,Buying Candies,http://www.scaler.com/admin/new_problems/9011,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/202/original/BuyingCandies_Conv.m4v?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=a4cb86a02d32661e758414dfe656d4b556c8ab1bb5735fdfcf2834bcd7ad7b80,14.1
6708,B-th Smallest Prime Fraction,http://www.scaler.com/admin/new_problems/6708,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/212/original/Bth_Smallest_Prime_Fraction.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=66d05678ccb0eb8bb7c78c5a7cb0282cce69d5b0018fd25b34b5d26a2aeca887,11.08
8515,Maximum positivity,http://www.scaler.com/admin/new_problems/8515,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/218/original/Maximum_Positivity.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=eb7ae930ee810b38144ab820b7d7b2dc2d0eedb55c684f531f72f9ebca7187ee,14.88
6533,SIXLETS,http://www.scaler.com/admin/new_problems/6533,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/231/original/Sixlets_Conv.MP4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=c6c82435966dc961c0ade18da0bab18e4587a2b58fbb0e7c8c727dec4e3f14c7,10.98
4133,Special Integer,http://www.scaler.com/admin/new_problems/4133,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/239/original/SpecialInteger_Conv.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=02dd1af17b34cb7877a393ebd3bfbcc4c80eae7715c90f1bb3875c5ec7e05316,23.15
5840,"A, B and Modulo",http://www.scaler.com/admin/new_problems/5840,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/241/original/Updated-_A__B_and_modulo_Conv.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=d02f66aa86e552073562b99ca42e24ef413d102f4a4a35d7464ad1c4c11ac837,8.22
4857,Largest BST Subtree,http://www.scaler.com/admin/new_problems/4857,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/243/original/Largest_BST_Subtree_conv.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=b016d558755c8a4088112e7ea7e29df0188f481e607afd86c5fb6cb830677207,11.4
5714,Right view of Binary tree,http://www.scaler.com/admin/new_problems/5714,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/244/original/Right_View_of_Binary_Tree_conv.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=18e268aff039c2e2613d38f3de6459d3a5815234de18dee26dc953d861661eaa,8.77
5715,TOP VIEW,http://www.scaler.com/admin/new_problems/5715,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/247/original/Top_View_of_Binary_Tree_conv.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=6cc121f041169e6dd3518f621bd1b357957803b88ccb92053370a9325266c1f9,9.27
378,Vertical Order traversal,http://www.scaler.com/admin/new_problems/378,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/249/original/Vertical_Order_Traversal_Updated_conv.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=ce4109ebfa174d46348dabbb755dbcad9fc29b550e47b86d2aad750847fb1041,11.73
9256,Diameter of binary tree,http://www.scaler.com/admin/new_problems/9256,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/251/original/Diameter_of_Binary_Tree_conv.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=b648317a9eb16a8ba73873a91dc6b25d2074289345d4976e430ed22ce117147f,10.35
8516,Squared and added,http://www.scaler.com/admin/new_problems/8516,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/252/original/Squared_and_added__conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=935a8bd5b2c1f85cf36f093927e6d842d24e89b891dae9a9c92c8851ae97f5ff,15.55
1083,Christmas Trees,http://www.scaler.com/admin/new_problems/1083,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/253/original/Christmas_Trees_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=86de46476845ef49f9f828fb0e121ea7d0caf569cacd7e5dd66a33a17a33ade4,20.8
4541,Good Subarrays,http://www.scaler.com/admin/new_problems/4541,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/254/original/Good_Subarrays_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=1de305d050a704371b070506f49dd9023987f37492e2a24ba8b9bd47aaa994d6,19.05
9410,Empty the Array!,http://www.scaler.com/admin/new_problems/9410,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/255/original/Empty_the_array_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=5a625341097562c391a330c0770d4158782da85a561299e415616f8314a57416,14.22
9307,Another sequence problem,http://www.scaler.com/admin/new_problems/9307,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/256/original/Another_Sequence_Problem_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=d1c18752e92011b9db9cf71489b72b8c6cc02a773faf50a1e6f61a8d8a1c7177,14.08
9078,Sweet dish,http://www.scaler.com/admin/new_problems/9078,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/257/original/Sweet_Dish_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=9b4006bd8c8ad619738c26525b413e69bd565f7db75eea71b01d0ceb3102c9a0,16.82
6527,Smallest XOR,http://www.scaler.com/admin/new_problems/6527,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/258/original/Smallest_XOR_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=bc913649d8632c870e42c54dadf98c5e7a28c09c347f7c13ccd54b980222a6d6,9.95
928,Charming Strings,http://www.scaler.com/admin/new_problems/928,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/259/original/Charming_strings_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=a668cc4c99827dd9e8d86072a7cc5d700601a83c1e3d42daeef8af67798c66f2,10.07
9413,Find the numbers!,http://www.scaler.com/admin/new_problems/9413,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/261/original/Find_the_number_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=c06084cc51e0ca0bb6d1aaae7be05be3a46ec92b5b3719f16309a6d0b29dc1d0,12.07
6706,Into Blocks,http://www.scaler.com/admin/new_problems/6706,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/262/original/Into_blocks_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=e1151e9f2f38e8ce14f8bfbf1f2c3232811df5585318cba6a4b80697f228c6e8,20.17
9098,Make array equal,http://www.scaler.com/admin/new_problems/9098,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/263/original/Make_array_equal_conv.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=5d02ea6406539020a7373c506a692807fc9bbb846a16132ce1e8080e5f0d4612,20.55
9341,Make Palindrome,http://www.scaler.com/admin/new_problems/9341,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/265/original/Make_Palindrome.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=06d1d5cba99eabb70015f32ca8625552b0b39c363af7543a4bcd6c47f4bbd89a,8.45
10013,Scaler Nim!,http://www.scaler.com/admin/new_problems/10013,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/266/original/Scaler_Nim_Conv.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=34cde126d096b392dd97a9ba114e64608032fcf555bfb51d071c1cfe22301629,10.67
4105,Find nth Magic Number,http://www.scaler.com/admin/new_problems/4105,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/273/original/nthMagicNumber.MP4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=a6f3f282f2c3b5c021d13767bf048886240d4f5134d8823730945e440d88e50b,5.53
4102,Finding Position,http://www.scaler.com/admin/new_problems/4102,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/277/original/FIndingPosition_new.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=f7495fc55885d17d9d1d8739c9dc6b5ed53419b24c3dd7c8d812f86bb7c5aafa,10.27
3952,Minimum number of jumps,http://www.scaler.com/admin/new_problems/3952,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/278/original/MinJumps2ReachEnd.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=dc45e88d966473db29b73b61261c910916ebf19d100f0074930d60a184a08891,29.03
4072,Array with consecutive elements,http://www.scaler.com/admin/new_problems/4072,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/281/original/Array_with_consecutive_elements_updated.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=422e7fd725fbf13020f1e8b01fc2d5c0f6a1ffe390e5708302dd4751101596df,8.03
967,Enumerating GCD,http://www.scaler.com/admin/new_problems/967,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/282/original/EnumeratingGCD_new.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=b71926b21c3aba6308aa2b6a855aa4bb0e48a6c731a91451226a08d9bf462871,4.87
246,GCD_CMPL,http://www.scaler.com/admin/new_problems/246,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/284/original/GCDNew.MOV?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=9dc6b8927ea89232090cf8a802dc8caee1c1cc0980dc4d4e3eef1feacefff6b3,9.97
4097,Rectangle Area,http://www.scaler.com/admin/new_problems/4097,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/287/original/RectangleArea.mov?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=4897a8753e6309c1a4765e5fce660c95a4a48d0408dabf13cd924332d2cbea57,6.78
1095,Lucky Numbers,http://www.scaler.com/admin/new_problems/1095,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/289/original/LuckyNumbers.MP4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=d585ea34f651ce17f8dc94660594831aabe353e83fc20f8172b589bebf2fdd13,12.93
4106,Number Of Open Doors,http://www.scaler.com/admin/new_problems/4106,https://scaler-production-domestic.s3.ap-south-1.amazonaws.com/videos/videos/000/000/290/original/Number_of_Open_Doors_Updated.MP4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAIDNNIRGHAQUQRWYA%2F20211227%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20211227T012540Z&X-Amz-Expires=561600&X-Amz-SignedHeaders=host&X-Amz-Signature=6863c8a4b413e80bf7251bb3c9d9d665a4250b01350268c024f4201455066f69,8.35
